score,avg_time,prev_time,prev_category,prev_length,category
6298,4.21,6.52,Hard,451,0
11850,4.88,0.56,Hard,255,0
25355,5.77,6.11,Hard,434,0
26199,4.3,6.39,Easy,454,0
17402,0.56,2,Easy,291,1
25393,1.86,6.86,Easy,404,1
8162,3.73,2.58,Easy,379,1
10342,6.01,0.75,Hard,441,0
918,5.19,1.28,Easy,215,1
22789,4.71,2.58,Hard,163,0
21048,1.07,5.15,Easy,150,1
24912,5.39,2.01,Easy,463,0
6505,1.54,7.78,Hard,223,0
27427,5.96,9.45,Hard,465,0
29455,1.88,3.92,Hard,248,1
17133,4.43,6.85,Easy,433,0
46533,2.24,2.72,Hard,290,1
29039,5.54,1.08,Easy,493,1
29785,5.83,6.78,Hard,430,0
20754,1.67,3.75,Easy,188,1
23306,6.76,6.69,Easy,347,0
13637,2.35,4.1,Easy,420,1
22488,6.81,5.41,Hard,280,0
13746,0.62,1.79,Hard,445,0
17840,1.21,6.21,Hard,409,0
12618,6.09,7.73,Hard,445,0
20958,3.44,7.39,Easy,196,1
29386,6,0.95,Easy,274,1
39840,6.23,2.22,Hard,314,1
5466,0.56,7.35,Hard,490,0
46590,4.92,6.25,Easy,254,1
43705,6.41,7.22,Easy,459,0
36807,5.95,9.9,Hard,473,0
4807,0.82,3.03,Easy,276,1
42776,4.77,2.68,Hard,158,1
26411,0.68,3.28,Easy,339,1
8512,2.4,9.85,Hard,279,0
50039,5.32,3.3,Easy,390,1
32497,6.95,5.98,Hard,251,0
27011,1.67,2.39,Easy,292,1
14070,0.91,3.97,Hard,287,1
2306,3.92,3.87,Easy,412,1
11389,6.86,9.98,Easy,297,0
17309,3.13,5.2,Easy,299,1
42162,6.91,7.22,Hard,298,0
15678,3.88,9.85,Easy,401,0
33837,2.14,5.62,Hard,493,0
35659,6.98,9.48,Easy,352,0
50837,4.13,6.11,Hard,473,0
43848,5.1,4.48,Hard,211,1
3762,1.29,3.02,Hard,453,0
5956,1.58,0.68,Hard,455,0
9203,4.32,6.41,Hard,368,0
18902,3.29,4.92,Easy,311,1
15498,1.17,0.53,Hard,185,1
34068,1.46,2.59,Easy,353,1
41949,1.98,3.66,Hard,338,1
35030,4.45,5.9,Hard,211,0
44147,4.37,9.99,Easy,279,1
3082,4.8,8.55,Easy,351,0
25886,2.42,3.56,Easy,438,1
36141,5.37,2.84,Easy,222,1
45527,2.5,3.95,Easy,275,1
19204,4.52,1.17,Hard,263,0
23429,3.93,8.36,Hard,251,0
18950,5.88,4.92,Hard,400,0
15945,5.58,1.49,Easy,316,1
7398,3.94,0.93,Hard,421,0
51020,4.48,3.38,Hard,230,1
42545,6.32,1.82,Hard,201,1
26673,3.84,1.57,Easy,429,1
1117,4.43,9.09,Hard,283,0
26175,2.75,4.55,Hard,406,1
6461,2.18,7.14,Easy,353,0
4102,2.72,7.76,Hard,458,0
37538,3.26,9.93,Hard,294,1
45847,5.55,0.74,Easy,448,1
7948,0.76,3.47,Hard,350,0
41908,6.11,2.21,Easy,184,1
49889,3.85,6.15,Easy,425,1
12736,5.28,1.19,Easy,295,1
2541,1.16,1.33,Hard,446,0
7061,1.9,8.67,Hard,380,0
12732,4.74,3.54,Hard,398,0
14156,4.09,9.34,Hard,378,0
25246,3.36,4.21,Easy,166,1
27826,5.25,9.31,Easy,169,1
42070,5.99,9.58,Hard,213,0
48352,0.99,7.33,Easy,168,1
43539,6.37,5.09,Hard,238,0
28013,5.16,8.92,Easy,210,1
5340,3.6,9.25,Hard,350,0
28932,3.72,6.35,Easy,474,1
7984,2.75,2.57,Hard,306,1
2177,0.5,9.35,Hard,263,0
15927,4.53,6.81,Easy,493,0
15698,6.07,6.29,Easy,307,0
44951,2.31,7.04,Hard,491,0
9227,1.62,2.04,Easy,355,1
5387,4.79,9.64,Easy,471,0
41240,5.47,1.61,Easy,363,1
26957,4.62,6.48,Hard,359,0
27306,0.76,7.16,Hard,431,0
7620,6.92,6.6,Easy,467,0
47535,1.8,2.84,Easy,472,1
36692,1.74,4.5,Hard,380,1
47167,4.42,3.27,Easy,209,1
50268,6.45,4.22,Easy,365,1
13352,5.07,6.8,Hard,500,0
44248,2.76,2.74,Hard,235,1
9707,4.44,4.67,Hard,164,0
28695,3.45,9.05,Hard,431,0
15082,5.66,6.49,Easy,465,0
17008,3.75,9.63,Hard,250,0
36245,6.87,7.2,Easy,186,1
43525,0.74,4.06,Hard,399,1
36131,5.68,4.66,Hard,428,0
37276,2.27,7.57,Hard,284,1
41002,3.66,8.12,Hard,355,0
9583,3.88,5.52,Hard,374,0
50330,5.96,5.02,Hard,453,0
17718,3.58,5.79,Hard,219,0
30702,1.55,4.15,Hard,274,1
35791,6.85,9.76,Easy,394,0
50269,1.43,2.04,Hard,173,1
45500,6.29,1.22,Easy,433,1
14197,2.02,4.95,Hard,171,1
17931,3.48,4.71,Easy,346,1
44638,6.34,4.92,Hard,228,1
16205,1.59,9.24,Easy,298,1
40328,5.19,1.26,Hard,296,1
26557,6.09,2.39,Hard,422,0
34300,6.16,3.6,Easy,280,1
13382,3.4,8.56,Easy,415,0
29861,0.63,4.52,Hard,422,1
31023,2.78,2.04,Easy,500,1
2322,3.58,9.26,Easy,197,1
17170,6.58,2.98,Easy,377,0
48160,6.21,7.97,Hard,463,0
14725,2.03,5.81,Hard,293,0
40560,5.19,1.28,Hard,334,0
49999,0.91,5.46,Hard,354,0
43419,2.92,9.34,Hard,321,1
32513,3.42,9.22,Hard,455,0
28354,3.72,1.78,Hard,251,1
25314,5.94,0.64,Hard,278,1
11160,5.49,1.27,Hard,313,0
14734,6.75,5.26,Hard,300,0
42923,1.07,4.46,Easy,424,1
15255,2.77,3.42,Easy,375,1
20684,4.66,9.23,Easy,445,0
4014,3.22,1.7,Easy,316,1
46148,4.33,7.19,Hard,443,0
10934,5.54,4.83,Easy,493,0
33534,5.16,9.63,Easy,374,0
35525,6.98,4.23,Hard,433,0
49124,2.36,1.11,Easy,439,1
48792,1.63,1.61,Easy,459,1
49228,2.32,4.95,Easy,373,1
48640,3.98,3.42,Easy,370,1
49668,1.96,1.01,Easy,255,1
15165,3.65,2.06,Easy,300,1
21490,2.64,7.99,Hard,175,0
14912,2.75,8.53,Easy,170,1
5577,2.13,9.35,Easy,354,0
23899,5.66,4.64,Easy,274,1
9265,1.02,4.2,Hard,191,1
31962,4.78,1.6,Hard,421,0
14685,4.56,3.26,Easy,270,1
11540,1.03,1.7,Easy,379,1
587,4.78,1.11,Easy,424,0
33357,2.31,5.99,Easy,243,1
30448,3.63,3.49,Easy,306,1
101,5.33,8.86,Easy,454,0
8666,5.31,7.4,Easy,303,0
8534,2.14,7.55,Hard,437,0
21006,3.43,8.27,Hard,466,0
33455,6.34,4.42,Hard,327,0
12681,3.8,6.77,Hard,444,0
36159,5.44,2.08,Easy,397,1
25493,1.82,8.07,Hard,150,1
38401,5.67,5.63,Easy,423,0
18210,4.1,3.69,Hard,201,0
1061,5.84,8.69,Easy,245,0
33090,6.6,0.91,Hard,282,1
27601,5.01,1.52,Easy,492,1
253,0.82,3.24,Hard,339,0
49264,6.85,9.83,Hard,418,0
40668,4,8.26,Hard,478,0
42090,5.38,8.85,Hard,212,0
16169,2.63,9.27,Hard,237,0
21547,6.57,9.35,Easy,366,0
34010,2.43,9.97,Hard,497,0
16701,3.15,5.82,Easy,310,1
5227,6.06,5.89,Easy,489,0
23155,5.4,8.74,Hard,435,0
37285,0.59,2.92,Hard,470,1
46954,4.97,7.5,Hard,488,0
41076,5.12,2.44,Easy,410,1
7841,2.33,8.03,Hard,216,0
24368,5.26,4.12,Hard,352,0
31408,5.97,0.84,Easy,229,1
5857,4.71,4.61,Hard,282,0
24485,1.3,5.38,Easy,252,1
34972,2.03,7.36,Hard,322,1
28615,4.74,2.45,Easy,340,1
23408,2.34,7.31,Easy,185,1
14519,1.25,4.08,Hard,332,0
37630,5.91,0.64,Hard,356,0
27942,3.19,7.82,Easy,443,1
7206,6.68,9.04,Easy,422,0
2723,0.77,4.2,Easy,370,1
28415,2.34,6.12,Easy,363,1
21741,1.42,4.68,Easy,171,1
35563,5.47,1.51,Easy,226,1
6523,6.32,9.13,Easy,326,0
23001,0.95,4.12,Hard,170,1
15395,2.66,6.06,Hard,418,0
32556,1.7,2,Easy,421,1
33040,3.64,5.1,Hard,491,0
36818,0.76,9.24,Hard,402,0
5443,6.15,8.64,Easy,301,0
41198,0.9,2.85,Hard,246,1
18278,0.73,9.76,Easy,206,1
3196,6.79,2.52,Hard,235,0
35035,1.78,6.26,Hard,433,0
7343,0.54,5.3,Hard,491,0
36961,1.56,5.2,Hard,488,0
10002,6.29,0.59,Hard,482,0
13431,1.82,3.22,Hard,349,0
32876,2.03,3.36,Easy,483,1
39830,4.73,5.76,Easy,458,0
45219,6.28,5.99,Hard,167,0
38247,4.83,8.42,Hard,468,0
19701,1.2,4.61,Easy,200,1
12755,3.29,9.91,Easy,259,1
8015,5.01,6.94,Hard,469,0
7511,6.64,6.76,Hard,319,0
19183,2.57,3.92,Easy,500,1
11229,0.85,9.05,Hard,262,0
26489,6.8,4.56,Hard,182,1
1805,4.49,3.45,Easy,329,0
1940,2.03,2.17,Easy,210,1
27603,5.37,3.2,Hard,364,0
48493,3,8.59,Hard,195,1
7816,4.33,3.11,Easy,189,1
8880,4.75,9.72,Easy,353,0
1026,5.84,8.22,Easy,282,0
15654,4.81,3.4,Easy,495,0
37760,4.31,2.62,Easy,336,1
44171,4.42,8.25,Hard,302,0
44917,1.99,4.59,Hard,488,1
33168,1.72,6.96,Hard,220,1
16678,5.67,0.85,Easy,375,0
15212,4.72,9.44,Easy,451,0
28967,2.71,9.21,Easy,187,1
47270,6.15,7.6,Hard,500,0
15768,2,7.21,Hard,256,0
20245,1.27,7.75,Hard,156,0
38792,2.14,7.94,Hard,165,1
43377,2.15,9.44,Easy,332,1
1722,1.69,3.4,Hard,367,0
14715,2.58,2.34,Easy,437,1
49289,2.82,3.3,Easy,431,1
3017,2,6.08,Hard,316,0
8563,5.15,6.44,Hard,236,0
1618,5.37,1.19,Easy,262,1
40775,5.15,6.71,Hard,361,0
7985,1.66,6.08,Hard,179,0
23948,4.47,6.31,Easy,385,0
29109,5.05,9.2,Hard,179,0
47776,3.63,7.35,Hard,491,0
30554,2.51,8.28,Hard,393,0
30128,3.28,1.64,Easy,364,1
2464,3.27,5.64,Easy,270,1
14103,6.75,8.79,Easy,410,0
18926,4.05,3.17,Hard,277,0
2455,5.23,0.61,Easy,186,1
26310,6.02,5.12,Easy,354,0
30233,4.42,7.1,Easy,492,0
5200,3.3,2.47,Easy,216,1
36814,5.04,5,Easy,277,1
33308,2.03,7.72,Hard,449,0
13734,3.36,3.11,Easy,269,1
28379,4.92,1.55,Easy,489,1
26575,4.94,7.91,Easy,455,0
1726,1.93,5.32,Hard,214,0
9481,5.82,7.4,Hard,306,0
29305,4.27,9.97,Hard,381,0
33197,5.57,6.02,Hard,313,0
5246,5.88,9.99,Easy,493,0
41555,4.1,7.79,Easy,371,0
27734,4.19,4.27,Hard,367,0
42880,1.49,6.83,Easy,369,1
29429,2.82,9.44,Easy,189,1
183,1.12,1.16,Easy,312,1
39417,4.67,3.61,Hard,366,0
14098,0.9,8.64,Hard,248,0
10969,6.91,9.4,Hard,373,0
36924,3.1,7.59,Easy,380,1
17598,6.79,2.74,Easy,412,0
12828,1.87,0.75,Easy,200,1
26848,0.63,9.75,Hard,372,0
28990,4.82,4.63,Hard,467,0
29106,3.57,5.41,Hard,349,0
1957,5.26,1.25,Hard,454,0
46881,1.26,4.84,Hard,361,1
43568,4.66,1.22,Hard,490,0
48753,1.9,7.66,Easy,461,1
4468,5.51,0.55,Easy,341,0
46708,5.29,5.22,Hard,394,0
46937,3.68,3.87,Hard,346,1
17804,2.8,5.95,Easy,334,0
46233,2.47,8.63,Hard,493,0
23256,6.36,4.82,Easy,387,0
30462,4.02,9.57,Hard,320,0
40152,1.25,5.8,Easy,186,1
15425,5.67,0.92,Hard,176,0
36512,6.49,1.22,Easy,416,1
36215,4.27,6.13,Hard,197,0
26371,2.88,2.36,Easy,462,1
12913,1.94,5.71,Easy,331,0
36844,6.43,1.02,Hard,390,0
8064,6.63,2.55,Hard,294,0
21909,0.91,9,Hard,480,0
13653,1.45,3.31,Easy,309,1
29631,5.62,3.46,Hard,322,1
14728,1.39,4.94,Hard,192,1
42376,1.08,5.99,Easy,306,1
44633,1.6,0.51,Easy,322,1
6313,1.14,6.81,Easy,495,0
14295,3.23,8.93,Easy,478,0
5293,3.09,3.63,Hard,184,1
50024,6.46,8.57,Hard,468,0
45341,6.91,7.12,Hard,294,0
40576,0.55,6.52,Easy,428,1
45052,6.47,8.9,Easy,205,1
4794,6.65,5.61,Hard,427,0
30289,2.3,6.44,Easy,365,1
15423,6.47,3.91,Hard,219,0
49355,6.37,5.25,Hard,223,0
16205,3.48,2.82,Hard,159,1
19125,2.22,1.74,Hard,411,0
48409,4.88,4.62,Hard,187,1
2542,6.52,7.95,Hard,166,0
39330,3.19,3.59,Hard,220,1
37168,6.39,4.79,Easy,469,1
20749,1.12,1.37,Hard,425,0
47907,3.44,8.65,Hard,286,1
7396,4.52,9.37,Easy,253,0
41716,2.48,8.07,Easy,330,1
1228,1.11,4.99,Hard,354,0
31196,4.75,4.98,Easy,403,1
22734,3.8,9.11,Hard,433,0
35707,4.98,6.14,Easy,276,1
12714,1.48,9.45,Hard,460,0
40743,3.95,1.15,Easy,350,1
20895,2.36,1.49,Hard,227,1
37127,5.85,1.49,Easy,330,1
27509,4.82,1.43,Hard,328,0
1505,6.14,6.45,Hard,203,0
48256,2.19,8.57,Easy,255,1
3424,4.13,7.28,Easy,299,0
47169,2.82,7.86,Hard,426,0
37998,2.02,1.89,Easy,492,1
33075,1.6,3.6,Hard,350,1
35243,4.74,9.89,Easy,237,1
33215,5.87,1.71,Hard,198,1
8431,4.46,6.92,Easy,449,0
31409,3.2,3.77,Easy,350,1
36274,2.54,5.12,Easy,165,1
13194,6.57,2.77,Hard,169,0
12868,6.15,9.45,Hard,448,0
25180,3.66,1.54,Hard,458,1
41593,5.1,2.79,Hard,477,0
36856,4.65,9.56,Hard,208,0
14929,0.52,1.64,Hard,151,1
48807,6.71,9.95,Hard,406,0
32945,1.56,7.76,Hard,219,1
30693,4.07,4.92,Easy,225,1
35023,6.08,3.38,Easy,433,1
40885,4.86,9.19,Easy,283,1
12951,2.27,2.65,Easy,378,1
46935,1.38,6.17,Hard,268,1
16271,1.04,1.6,Easy,388,1
45425,1.6,5.21,Hard,175,1
21230,3.73,6.83,Hard,330,0
10310,6.6,6.37,Hard,465,0
29280,5.11,2.86,Easy,429,1
23557,2.27,9.93,Hard,493,0
3737,6.21,4.27,Easy,439,0
49754,1.97,8.58,Hard,320,1
37763,1.78,9.63,Easy,414,1
30522,2.76,3.29,Hard,208,1
40937,1.9,3.2,Easy,187,1
29116,2.48,3.55,Hard,359,1
20010,4.33,7.98,Easy,317,0
46739,5.79,6.42,Easy,371,0
44051,4.92,1.29,Hard,411,0
41240,4.38,7.31,Hard,401,0
13749,5.75,3.12,Easy,492,0
43499,5.83,9.09,Easy,456,0
31636,5.68,2.9,Hard,160,1
14139,3.11,8.29,Hard,311,0
48749,4.87,0.53,Easy,351,1
22993,2.78,1.29,Easy,389,1
46055,6.12,7.68,Easy,446,0
36705,3.9,2.25,Easy,225,1
18708,5.28,1.4,Easy,290,1
37117,6.52,4.58,Hard,482,0
27668,6.94,5.5,Easy,286,1
22181,5.64,2.01,Easy,279,1
27536,5.53,0.58,Hard,283,1
18495,1.8,6.17,Easy,276,1
38940,2.87,2.81,Hard,382,1
32674,4.81,0.56,Easy,409,1
50443,1.95,3.08,Easy,248,1
28903,1.03,3.45,Easy,266,1
4617,2.9,3.77,Easy,381,1
31878,1.82,7.19,Easy,238,1
47760,4.01,3.57,Hard,402,0
7670,3.83,4.31,Hard,214,1
8169,0.81,2.27,Hard,317,1
19136,3.66,8.09,Hard,320,0
16848,6.28,4.84,Easy,339,0
33989,2,4.33,Easy,287,1
32094,0.95,1.88,Easy,179,1
10081,6.89,0.62,Easy,360,0
891,2.8,1.76,Hard,173,1
29452,3.75,7.39,Easy,234,1
42281,5.98,0.59,Easy,180,1
35374,5.63,9.52,Easy,225,1
42676,4.25,1.32,Easy,203,1
3851,6.5,0.55,Hard,407,0
10906,4.67,0.94,Hard,334,0
49504,1.96,3.03,Easy,352,1
7625,5.08,4.82,Hard,420,0
22524,5.95,8.83,Easy,388,0
29448,2.09,1.41,Hard,429,1
50302,5.19,3.91,Hard,446,0
29390,0.83,7.06,Easy,436,1
32286,4.93,2.51,Hard,158,1
6087,3.61,5.6,Hard,239,0
20134,0.53,4.27,Hard,376,0
35337,0.93,9.28,Hard,186,1
33717,2.88,0.96,Hard,334,1
17935,5.11,9.32,Hard,375,0
23608,2.17,7.4,Hard,442,0
16645,6.59,2.45,Hard,316,0
11931,0.93,5.06,Easy,361,0
37747,4.23,2.61,Easy,420,1
31081,6.84,6.27,Hard,458,0
20487,3.96,4.58,Hard,191,1
334,6.62,0.9,Hard,443,0
7645,0.95,9.32,Easy,331,0
2437,3.91,1.82,Easy,312,1
13919,4.87,1.01,Easy,477,0
2748,1.91,3.39,Hard,340,0
6240,4.78,9.26,Easy,213,0
3971,3.51,6.18,Hard,441,0
34894,1.55,2.19,Hard,223,1
49964,4.52,8.56,Easy,270,1
36547,2.72,1.52,Hard,349,1
17107,2.01,4.29,Hard,159,1
17347,5.24,6.3,Hard,407,0
19707,2.87,0.95,Hard,431,0
40295,5.22,7.44,Hard,263,0
35138,6.37,5.17,Hard,392,0
4456,1.45,2.95,Easy,197,1
50602,1.35,2.67,Easy,364,1
21923,2.11,8.08,Hard,422,0
31710,6.96,3.61,Easy,271,1
163,1.74,2.29,Hard,357,0
24658,0.83,8.11,Hard,175,0
32157,5.04,2.16,Hard,167,1
27971,4.36,7.68,Hard,257,0
39934,6.75,8.75,Easy,168,1
6928,3.23,1.05,Hard,438,0
50262,6.79,6.79,Easy,275,1
47162,1.66,5.09,Easy,431,1
46182,6.43,1.85,Easy,444,1
38145,3.39,1.2,Hard,218,1
10108,6.36,3.27,Hard,176,0
48805,1.47,5.1,Hard,223,1
14957,3.58,4.89,Easy,160,1
7124,2.43,5.83,Easy,452,0
2851,6.36,2.83,Easy,273,1
6434,0.97,2.28,Easy,316,1
24170,4.48,2.63,Hard,481,0
30018,6.82,9.49,Easy,483,0
15412,1.61,5.83,Hard,499,0
14501,6.67,4.48,Hard,396,0
20432,5.64,1.26,Easy,367,0
20981,3.66,6.58,Easy,227,1
47823,2.15,3.15,Easy,259,1
49253,2.32,3.55,Hard,408,1
34492,3.45,8.82,Hard,193,1
15314,6.21,6.78,Easy,376,0
34930,3.63,7.25,Hard,302,1
27033,4.06,1.41,Hard,406,0
6393,0.93,0.64,Easy,313,1
9378,3.17,1.88,Easy,336,1
20893,1.34,2.31,Easy,336,1
28493,6.06,1.51,Hard,158,1
41970,5.76,1.72,Easy,394,1
21841,5.81,8.07,Hard,340,0
2089,5.83,5.66,Easy,426,0
34435,0.86,5.95,Hard,260,1
11405,5.57,7.97,Easy,172,0
50642,2.83,2.72,Easy,402,1
45288,6.81,6.6,Easy,183,1
33198,2.36,1.41,Hard,251,1
12529,0.57,0.52,Hard,219,1
31058,6.98,7.41,Hard,256,0
18110,1.97,9.73,Hard,185,0
13386,2.04,0.64,Hard,459,0
3551,0.64,9.94,Hard,183,0
1641,5.12,1.97,Easy,390,0
38796,0.63,4.24,Hard,276,1
16201,4.06,9.26,Easy,239,0
26167,1.22,8.51,Easy,299,1
18927,5.13,4.48,Easy,289,1
48004,6.8,9.38,Easy,223,1
23675,5.63,6.71,Hard,448,0
44470,3.69,2.09,Easy,429,1
44223,3.67,5.04,Easy,323,1
42992,5.3,6.38,Hard,418,0
50476,4.77,9.74,Easy,163,1
5033,6.42,5.97,Hard,184,0
10548,6.05,9.61,Hard,280,0
10370,4.15,4.45,Hard,278,0
4557,3.25,8.01,Easy,252,1
15288,0.83,5.51,Hard,386,0
38617,4.77,9.97,Easy,159,1
24347,3.21,6.91,Easy,482,0
40345,2.62,1.11,Easy,392,1
44097,6.81,8.36,Easy,286,1
42066,6,8.62,Easy,263,1
29566,3.87,4.36,Hard,357,1
3433,1.68,1.03,Hard,360,0
39828,3.32,2.65,Hard,446,1
33139,4.74,8.98,Hard,391,0
3161,5,1.78,Easy,164,1
46253,6.49,0.77,Hard,197,1
6382,0.92,7.4,Hard,396,0
18745,6.15,4.83,Easy,400,0
35615,6.64,3.54,Easy,451,1
49779,2.52,1.25,Easy,296,1
12743,0.7,6.07,Hard,328,0
19906,2.36,3.15,Easy,472,1
42294,2.82,7.5,Easy,449,1
20648,5.43,8.29,Hard,454,0
3991,6.9,2.55,Hard,295,0
25329,3.97,8.26,Hard,161,1
43274,5.6,9.34,Easy,413,0
49229,5.54,1.14,Hard,403,0
28119,6.83,7.09,Hard,251,0
5116,6.29,8.96,Easy,372,0
13814,6.44,7.7,Hard,346,0
36161,2.06,6.08,Hard,166,1
45230,3.58,8.65,Hard,500,0
16784,1.1,1.41,Hard,165,1
22363,4.32,4.55,Hard,435,0
12514,6.53,8.65,Hard,201,0
35098,6.56,1.17,Hard,169,1
28308,2.03,9.96,Easy,238,1
21671,1.77,9.83,Hard,459,0
8122,6.67,4.14,Hard,400,0
43926,3.43,6.92,Easy,222,1
27919,6.01,3.37,Hard,405,0
34749,1.57,2.49,Easy,485,1
17995,3.82,2.7,Easy,179,1
24315,6.92,8.61,Easy,384,0
5293,6.44,3.76,Easy,330,0
20744,3.17,3.52,Hard,186,1
2926,6.6,3.2,Hard,161,0
38059,4.76,8.52,Easy,187,1
5449,3.11,6.61,Hard,477,0
48423,6.09,9.26,Easy,349,0
47022,2.9,2.94,Easy,356,1
17207,6.55,9.02,Easy,498,0
47510,3.19,1.9,Hard,408,1
26501,3.79,6.22,Hard,294,1
41174,3.68,2.58,Hard,185,1
21867,6.09,9.48,Hard,235,0
44517,5.47,4.81,Hard,464,0
21071,4.98,3.03,Hard,212,0
18056,1.7,0.82,Hard,212,1
3119,3.5,9.2,Hard,278,0
25668,3.5,4.88,Easy,230,1
36504,5.86,7.71,Hard,491,0
840,3.15,2.19,Easy,417,1
16659,4.63,4.41,Hard,449,0
27118,4.57,9.36,Hard,416,0
31454,6.68,3.98,Easy,232,1
26453,4.02,2.8,Hard,354,0
34189,1.42,4.8,Easy,256,1
18514,3.39,9.89,Hard,267,0
22517,6.7,2.04,Easy,364,0
1203,6.31,2.22,Hard,157,0
49604,4.32,5.38,Easy,437,0
33798,5.65,4.38,Hard,430,0
45138,1.18,8.96,Hard,388,0
6237,4.53,8.64,Hard,370,0
29121,5.7,4.47,Hard,280,1
38347,2.94,7.62,Easy,177,1
38149,3.28,3.22,Easy,387,1
21173,6.17,0.9,Easy,233,1
24977,5.87,2.25,Hard,383,0
48358,5.45,7.37,Hard,465,0
1873,0.87,7.33,Hard,356,0
10437,1.8,5.68,Easy,186,1
24274,5.02,5.17,Hard,437,0
11931,5.29,8.97,Easy,459,0
50954,6.08,3.36,Easy,219,1
35831,2.33,9.31,Easy,390,1
23534,1.45,9.76,Hard,372,0
50324,1.92,4.72,Easy,154,1
30727,5.13,9.37,Hard,188,0
43508,5.59,2.63,Hard,243,1
2583,1.13,6.62,Easy,449,0
25124,2.17,8.94,Easy,302,1
49829,1.25,4.58,Hard,473,1
42254,5.84,1.26,Easy,156,1
13033,4.27,4.86,Easy,172,1
27828,1.33,7.78,Easy,458,1
757,6.68,6.87,Hard,231,0
48208,5.85,4.06,Easy,338,1
28685,2.61,5.54,Easy,294,1
38331,6.6,7.11,Easy,276,1
6328,1.92,1.26,Hard,157,1
4758,3.77,5.94,Hard,328,0
39411,4.21,9.19,Easy,332,0
4503,2.03,2.77,Easy,364,1
40755,6.09,4.18,Hard,334,0
35951,1.94,7.55,Hard,179,1
6224,5.01,5.79,Hard,235,0
17772,4.24,7.48,Easy,320,0
11756,4.96,2.77,Easy,343,0
9659,5.19,2.72,Hard,366,0
49666,4.82,4.8,Hard,312,1
9877,3.29,4.38,Easy,381,1
39662,1.75,8.31,Hard,273,1
23246,3.39,7.84,Hard,480,0
49154,6.25,1.26,Hard,217,1
21274,5.76,1.91,Easy,291,1
48055,3.04,5.4,Easy,323,1
30448,4.34,7.47,Hard,225,0
45726,2.46,1.14,Hard,169,1
22184,5.49,4.16,Easy,404,0
34105,1.7,7.78,Hard,184,1
29470,3.76,6.42,Easy,217,1
49332,6.87,4.6,Hard,324,1
25456,3.5,0.94,Easy,321,1
50519,4.31,3.44,Easy,168,1
28204,5.84,4.49,Easy,368,1
21295,6.82,2.04,Easy,493,0
12645,1.77,7.48,Easy,170,1
32690,4.3,6.11,Hard,231,0
3055,1.4,4.95,Hard,390,0
44771,3.9,6.89,Easy,292,1
3947,4.26,2.84,Hard,420,0
26760,5.77,8.17,Easy,224,1
38415,5.64,3.34,Hard,225,1
4405,5.94,4.04,Easy,243,1
46126,5.04,1.14,Easy,244,1
45973,5.21,5.9,Hard,172,0
45128,4.94,6.38,Hard,482,0
29296,4.94,4.15,Easy,338,1
49025,1.56,8.9,Hard,263,1
14489,1.31,6.2,Easy,415,0
32475,4.85,3.43,Easy,272,1
34530,4.44,6.74,Hard,178,0
3719,6.92,7.07,Hard,180,0
2916,1.27,1.08,Hard,500,0
237,1.39,5.5,Easy,307,1
19148,1.62,0.57,Hard,324,1
30825,2.16,2.18,Hard,388,1
3954,4.1,2.66,Hard,395,0
17854,0.85,2.78,Hard,189,1
16912,3.51,4.63,Hard,343,0
31612,5.45,8.39,Easy,500,0
11851,0.93,4.11,Hard,229,1
45063,0.76,3.43,Hard,370,1
925,2.16,3.6,Hard,321,1
49537,6.83,3.81,Easy,337,1
1297,0.74,7.71,Hard,500,0
360,5.03,9.12,Easy,383,0
38169,2.5,5.32,Easy,324,1
43355,1.71,6.73,Hard,238,1
32871,4.53,2.78,Easy,378,1
25404,1.87,8.82,Hard,463,0
33349,4.89,2.54,Hard,199,1
32907,3.97,3.25,Easy,223,1
1342,2.29,8.29,Easy,347,0
35209,4.43,8.52,Easy,354,0
36709,2.76,7.51,Hard,323,1
24850,2.82,3,Easy,416,1
40887,6.34,2.31,Easy,242,1
10984,1.77,9.64,Easy,232,1
21942,6.44,4.57,Easy,478,0
50603,2,6.54,Easy,415,1
37405,0.86,9.23,Easy,268,1
34616,4.49,4.78,Hard,246,1
10080,1,4.83,Hard,277,1
10639,0.61,6.03,Easy,408,0
21005,1.96,8.11,Easy,182,1
23476,1.75,4.09,Easy,435,1
43513,6.18,6.38,Easy,429,0
4004,3.97,9.56,Easy,426,0
18490,1.36,1.71,Easy,217,1
29691,0.82,6.72,Easy,414,1
2001,5.08,2.72,Easy,431,0
32691,6.08,2.31,Easy,184,1
1187,2.94,4.17,Easy,352,1
3323,7,8.12,Hard,453,0
10205,4.9,8.27,Hard,376,0
50438,1.87,3.31,Hard,448,1
14034,2.97,3.22,Hard,157,1
36549,4.36,8.8,Hard,384,0
2352,5.22,1.8,Easy,425,0
49410,0.55,1.24,Easy,373,1
40843,3.1,7.96,Hard,286,1
30164,4.28,9.06,Easy,407,0
46154,1.51,6.43,Easy,499,1
29948,6.9,8.85,Easy,354,0
45074,6.31,1.6,Easy,187,1
29428,3.29,3.7,Easy,394,1
31359,3.49,3.02,Easy,274,1
35916,2.96,9.28,Easy,442,1
50979,4.42,9.17,Hard,476,0
27327,4.38,3.78,Easy,325,1
21039,4.96,3.54,Easy,239,1
887,2.31,2.08,Easy,200,1
35551,5.37,2.87,Hard,243,1
22574,6.78,3.33,Easy,222,1
18820,1.87,5.81,Easy,488,0
34079,4.46,3.38,Easy,411,1
